,tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,Dog Rating,retweet_count,full_text,favorite_count,display_text_range,created_at,jpg_url,Breed Prediction 1,Conf level 1
1693,681297372102656000,2015-12-28 02:15:26,https://twitter.com/dog_rates/status/681297372102656000/photo/1,12,10,actually,doggo,1091.0,"This is actually a lion. We only rate dogs. For the last time please only send dogs. Thank u.
12/10 would still pet https://t.co/Pp26dMQxap",3490.0,"[0, 139]",2015-12-28 02:15:26,https://pbs.twimg.com/media/CXR0WJ_W8AMd_O8.jpg,Lhasa,0.482401
1694,681281657291280384,2015-12-28 01:12:59,https://twitter.com/dog_rates/status/681281657291280384/photo/1,11,10,Sarge,doggo,1258.0,Meet Sarge. His parents signed him up for dancing lessons but his true passion is roller coasters 11/10 very petable https://t.co/KvVoBIgkje,3520.0,"[0, 140]",2015-12-28 01:12:59,https://pbs.twimg.com/media/CXRmDfWWMAADCdc.jpg,Saint bernard,0.99883
1695,681261549936340994,2015-12-27 23:53:05,https://twitter.com/dog_rates/status/681261549936340994/photo/1,9,10,Panda,doggo,308.0,Say hello to Panda. He's a Quackadilly Shooster. Not amused by your fake ball throwing motion. 9/10 would hug lots https://t.co/wL1iDvbcVk,1597.0,"[0, 138]",2015-12-27 23:53:05,https://pbs.twimg.com/media/CXRTw_5WMAAUDVp.jpg,Tibetan terrier,0.382101
1697,681231109724700672,2015-12-27 21:52:07,https://twitter.com/dog_rates/status/681231109724700672/photo/1,11,10,None,doggo,540.0,I just love this pic. 11/10 this pupper is going places https://t.co/P16uhh1PbI,2629.0,"[0, 79]",2015-12-27 21:52:07,https://pbs.twimg.com/media/CXQ4EwQWwAEVaUf.jpg,Irish setter,0.406047
1698,681193455364796417,2015-12-27 19:22:30,"https://twitter.com/dog_rates/status/681193455364796417/photo/1,https://twitter.com/dog_rates/status/681193455364796417/photo/1",11,10,Aspen,doggo,1691.0,This is Aspen. He's astronomically fluffy. I wouldn't stop petting this dog if the world was ending around me 11/10 https://t.co/oBlgL9nxpx,4077.0,"[0, 139]",2015-12-27 19:22:30,https://pbs.twimg.com/media/CXQV03pWYAAVniz.jpg,Pomeranian,0.992619
1701,680940246314430465,2015-12-27 02:36:20,https://twitter.com/dog_rates/status/680940246314430465/photo/1,4,10,Alice,doggo,1225.0,This is Alice. She's an idiot. 4/10 https://t.co/VQXdwJfkyS,3544.0,"[0, 59]",2015-12-27 02:36:20,https://pbs.twimg.com/media/CXMvio7WQAAPZJj.jpg,Soft-coated wheaten terrier,0.289598
1702,680934982542561280,2015-12-27 02:15:25,https://twitter.com/dog_rates/status/680934982542561280/photo/1,10,10,Sadie,doggo,497.0,Say hello to Sadie. She's a Tortellini Sidewinder. Very jubilant pup. Seems loyal. Leaves on point. 10/10 petable af https://t.co/g2bTu4ayPl,2285.0,"[0, 140]",2015-12-27 02:15:25,https://pbs.twimg.com/media/CXMqwIQWcAA2iE0.jpg,Labrador retriever,0.7843979999999999
1703,680913438424612864,2015-12-27 00:49:49,https://twitter.com/dog_rates/status/680913438424612864/photo/1,11,10,Griswold,doggo,705.0,Meet Griswold. He's dapper as hell. Already pumped for next Christmas. 11/10 https://t.co/5NrpNDyFzN,2609.0,"[0, 100]",2015-12-27 00:49:49,https://pbs.twimg.com/media/CXMXKKHUMAA1QN3.jpg,Pomeranian,0.615678
1704,680889648562991104,2015-12-26 23:15:17,https://twitter.com/dog_rates/status/680889648562991104/photo/1,9,10,Cheesy,doggo,418.0,This is Cheesy. It's her birthday. She's patiently waiting to eat her party muffin. 9/10 happy birthday pup https://t.co/cH2H7mch2H,1945.0,"[0, 131]",2015-12-26 23:15:17,https://pbs.twimg.com/media/CXMBhXfWEAA4mMI.jpg,Shetland sheepdog,0.876337
1705,680836378243002368,2015-12-26 19:43:36,"https://twitter.com/dog_rates/status/680836378243002368/photo/1,https://twitter.com/dog_rates/status/680836378243002368/photo/1,https://twitter.com/dog_rates/status/680836378243002368/photo/1",12,10,Ellie,doggo,1513.0,This is Ellie. She's secretly ferocious. 12/10 very deadly pupper https://t.co/BF4BW8LUgb,3766.0,"[0, 89]",2015-12-26 19:43:36,https://pbs.twimg.com/media/CXLREjOW8AElfk6.jpg,Pembroke,0.427781
1707,680801747103793152,2015-12-26 17:25:59,https://twitter.com/dog_rates/status/680801747103793152/photo/1,10,10,None,doggo,925.0,Great picture here. Dog on the right panicked &amp; forgot about his tongue. Middle green dog must've fainted. All 10/10 https://t.co/31npKUAox0,2600.0,"[0, 144]",2015-12-26 17:25:59,https://pbs.twimg.com/media/CXKxkseW8AAjAMY.jpg,Pug,0.99672
1709,680609293079592961,2015-12-26 04:41:15,https://twitter.com/dog_rates/status/680609293079592961/photo/1,9,10,Brody,doggo,816.0,This is Brody. That is his chair. He loves his chair. Never leaves it. 9/10 might be stuck actually https://t.co/WvJRg0XJit,2906.0,"[0, 123]",2015-12-26 04:41:15,https://pbs.twimg.com/media/CXICiB9UwAE1sKY.jpg,French bulldog,0.700764
1712,680494726643068929,2015-12-25 21:06:00,https://twitter.com/dog_rates/status/680494726643068929/photo/1,26,10,None,doggo,542.0,Here we have uncovered an entire battalion of holiday puppers. Average of 11.26/10 https://t.co/eNm2S6p9BD,1879.0,"[0, 106]",2015-12-25 21:06:00,https://pbs.twimg.com/media/CXGaVxOWAAADjhF.jpg,Kuvasz,0.438627
1713,680473011644985345,2015-12-25 19:39:43,https://twitter.com/dog_rates/status/680473011644985345/photo/1,10,10,Hector,doggo,844.0,"This is Hector. He thinks he's a hammer. Silly Hector. You're a pupper, not a hammer. 10/10 https://t.co/OdUFuZIXiI",2778.0,"[0, 115]",2015-12-25 19:39:43,https://pbs.twimg.com/media/CXGGlzvWYAArPfk.jpg,Lakeland terrier,0.796694
1717,680191257256136705,2015-12-25 01:00:07,https://twitter.com/dog_rates/status/680191257256136705/photo/1,11,10,None,doggo,577.0,Here's a sleepy Christmas pupper 11/10 https://t.co/KXg0f8GNQ9,2356.0,"[0, 62]",2015-12-25 01:00:07,https://pbs.twimg.com/media/CXCGVXyWsAAAVHE.jpg,Brittany spaniel,0.7332529999999999
1719,680161097740095489,2015-12-24 23:00:17,https://twitter.com/dog_rates/status/680161097740095489/photo/1,12,10,Goliath,doggo,828.0,Meet Goliath. He's an example of irony. Head is phenomenally round. Wants to be an ornament. 12/10 would hug gently https://t.co/72Dil0Aktw,2538.0,"[0, 139]",2015-12-24 23:00:17,https://pbs.twimg.com/media/CXBq6RPWkAAaNuU.jpg,Bluetick,0.268681
1720,680145970311643136,2015-12-24 22:00:10,"https://twitter.com/dog_rates/status/680145970311643136/photo/1,https://twitter.com/dog_rates/status/680145970311643136/photo/1,https://twitter.com/dog_rates/status/680145970311643136/photo/1",10,10,Kawhi,doggo,1972.0,Say hello to Kawhi. He was doing fine until his hat fell off. He got it back though. 10/10 deep breaths pupper https://t.co/N5pM6WBx7e,3955.0,"[0, 134]",2015-12-24 22:00:10,https://pbs.twimg.com/media/CXBdJxLUsAAWql2.jpg,Miniature poodle,0.457117
1721,680130881361686529,2015-12-24 21:00:12,https://twitter.com/dog_rates/status/680130881361686529/photo/1,10,10,Reggie,doggo,1078.0,This is Reggie. His Santa hat is a little big. 10/10 he's still having fun https://t.co/w0dcGXq7qK,2519.0,"[0, 98]",2015-12-24 21:00:12,https://pbs.twimg.com/media/CXBPbVtWAAA2Vus.jpg,Maltese dog,0.199121
1722,680115823365742593,2015-12-24 20:00:22,https://twitter.com/dog_rates/status/680115823365742593/photo/1,9,10,Ozzy,doggo,1028.0,This is Ozzy. He woke up 2 minutes before he had to be ready for the Christmas party. 9/10 classic Ozzy https://t.co/Kt9vmw0Fap,2972.0,"[0, 127]",2015-12-24 20:00:22,https://pbs.twimg.com/media/CXBBurSWMAELewi.jpg,Pug,0.999365
1723,680100725817409536,2015-12-24 19:00:23,https://twitter.com/dog_rates/status/680100725817409536/photo/1,11,10,None,doggo,1554.0,This pupper is not coming inside until she catches a snowflake on her tongue. 11/10 the determination is palpable https://t.co/lvMYbmKq8H,3891.0,"[0, 137]",2015-12-24 19:00:23,https://pbs.twimg.com/media/CW-loUBWYAAn2Cb.jpg,Golden retriever,0.6989609999999999
1726,680055455951884288,2015-12-24 16:00:30,https://twitter.com/dog_rates/status/680055455951884288/photo/1,10,10,Sammy,doggo,8067.0,"Meet Sammy. At first I was like ""that's a snowflake. we only rate dogs,"" but he would've melted by now, so 10/10 https://t.co/MQfPK4zwuh",18278.0,"[0, 136]",2015-12-24 16:00:30,https://pbs.twimg.com/media/CW-ZRC_WQAAyFrL.jpg,Samoyed,0.995466
1729,679862121895714818,2015-12-24 03:12:15,https://twitter.com/dog_rates/status/679862121895714818/photo/1,11,10,None,doggo,706.0,"""Dammit hooman I'm jus trynna lik the fler"" 11/10 https://t.co/eRZRI8OTj7",2678.0,"[0, 73]",2015-12-24 03:12:15,https://pbs.twimg.com/media/CW9a_h1WwAApmAy.jpg,Entlebucher,0.5232060000000001
1731,679844490799091713,2015-12-24 02:02:12,https://twitter.com/dog_rates/status/679844490799091713/photo/1,10,10,Willie,doggo,887.0,This is Willie. He's floating away and needs your assistance. Please someone help Willie. 10/10 https://t.co/MJqygWqt8X,2593.0,"[0, 119]",2015-12-24 02:02:12,https://pbs.twimg.com/media/CW9K9VeVAAE0j-x.jpg,Airedale,0.903832
1733,679777920601223168,2015-12-23 21:37:40,https://twitter.com/dog_rates/status/679777920601223168/photo/1,10,10,Rinna,doggo,1281.0,This is Rinna. She's melting. 10/10 get inside pupper https://t.co/PA0czwucsb,3390.0,"[0, 77]",2015-12-23 21:37:40,https://pbs.twimg.com/media/CW8OYajUMAAPRoF.jpg,Bloodhound,0.5288189999999999
1734,679736210798047232,2015-12-23 18:51:56,https://twitter.com/dog_rates/status/679736210798047232/photo/1,9,10,None,doggo,918.0,This pup's name is Sabertooth (parents must be cool). Ears for days. Jumps unannounced. 9/10 would pet diligently https://t.co/iazoiNUviP,2311.0,"[0, 137]",2015-12-23 18:51:56,https://pbs.twimg.com/media/CW7oelWWcAAhyzz.jpg,French bulldog,0.319139
1736,679722016581222400,2015-12-23 17:55:32,https://twitter.com/dog_rates/status/679722016581222400/photo/1,8,10,Mike,doggo,539.0,This is Mike. He is a Jordanian Frito Pilates. Frowning because he can't see directly in front of him. 8/10 https://t.co/NL5QJwdEpF,1817.0,"[0, 131]",2015-12-23 17:55:32,https://pbs.twimg.com/media/CW7bkW6WQAAksgB.jpg,Boxer,0.459604
1741,679475951516934144,2015-12-23 01:37:45,https://twitter.com/dog_rates/status/679475951516934144/photo/1,9,10,Evy,doggo,728.0,This is Evy. She doesn't want to be a Koala. 9/10 https://t.co/VITeF0Kl9L,2304.0,"[0, 73]",2015-12-23 01:37:45,https://pbs.twimg.com/media/CW37xZbUoAAUXe5.jpg,Maltese dog,0.145742
1742,679462823135686656,2015-12-23 00:45:35,https://twitter.com/dog_rates/status/679462823135686656/photo/1,11,10,Hurley,doggo,21324.0,Meet Hurley. He's the curly one. He hugs every other dog he sees during his walk. 11/10 for spreading the love https://t.co/M6vqkt2GKV,34856.0,"[0, 134]",2015-12-23 00:45:35,https://pbs.twimg.com/media/CW3v1KxW8AAIOuy.jpg,Toy poodle,0.62178
1746,679132435750195208,2015-12-22 02:52:45,https://twitter.com/dog_rates/status/679132435750195208/photo/1,10,10,Louis,doggo,1314.0,This is Louis. He's a river dancer. His friends think it's badass. All are very supportive. 10/10 for Louis https://t.co/qoIvjKMY58,3253.0,"[0, 131]",2015-12-22 02:52:45,https://pbs.twimg.com/media/CWzDWOkXAAAP0k7.jpg,Scottish deerhound,0.19461
1747,679111216690831360,2015-12-22 01:28:25,https://twitter.com/dog_rates/status/679111216690831360/video/1,12,10,officially,doggo,2893.0,This is officially the greatest yawn of all time. 12/10 https://t.co/4R0Cc0sLVE,6514.0,"[0, 79]",2015-12-22 01:28:25,https://pbs.twimg.com/ext_tw_video_thumb/679111114081370114/pu/img/hFca8BHjRopgD0cM.jpg,Kelpie,0.189423
1751,678991772295516161,2015-12-21 17:33:48,https://twitter.com/dog_rates/status/678991772295516161/photo/1,12,10,None,doggo,1333.0,If your Monday isn't going so well just take a look at this. Both 12/10 https://t.co/GJT6SILPGU,2537.0,"[0, 95]",2015-12-21 17:33:48,https://pbs.twimg.com/media/CWxDaXHWsAAWV8W.jpg,Eskimo dog,0.330216
1752,678969228704284672,2015-12-21 16:04:13,https://twitter.com/dog_rates/status/678969228704284672/photo/1,11,10,Lola,doggo,528.0,Meet Lola. She's a Metamorphic Chartreuse. Plays with her food. Insubordinate and churlish. Exquisite hardwood 11/10 https://t.co/etpBNXwN7f,1796.0,"[0, 140]",2015-12-21 16:04:13,https://pbs.twimg.com/media/CWwu6OLUkAEo3gq.jpg,Labrador retriever,0.680251
1753,678800283649069056,2015-12-21 04:52:53,https://twitter.com/dog_rates/status/678800283649069056/photo/1,12,10,None,doggo,1018.0,Here's a pupper with some mean tan lines. Snazzy sweater though 12/10 https://t.co/DpCSVsl6vu,2810.0,"[0, 93]",2015-12-21 04:52:53,https://pbs.twimg.com/media/CWuVQSLW4AAI3w9.jpg,Labrador retriever,0.213673
1754,678798276842360832,2015-12-21 04:44:55,https://twitter.com/dog_rates/status/678798276842360832/photo/1,7,10,Linda,doggo,1350.0,This is Linda. She fucking hates trees. 7/10 https://t.co/blaY85FIxR,3804.0,"[0, 68]",2015-12-21 04:44:55,https://pbs.twimg.com/media/CWuTbAKUsAAvZHh.jpg,Airedale,0.583122
1755,678774928607469569,2015-12-21 03:12:08,https://twitter.com/dog_rates/status/678774928607469569/photo/1,11,10,Tug,doggo,1043.0,This is Tug. He's not required to wear the cone he just wants his voice to project more clearly. 11/10 https://t.co/Sp739Ou2qx,3037.0,"[0, 126]",2015-12-21 03:12:08,https://pbs.twimg.com/media/CWt-MNIWEAAUC9S.jpg,Pembroke,0.194681
1757,678764513869611008,2015-12-21 02:30:45,https://twitter.com/dog_rates/status/678764513869611008/photo/1,10,10,Wilson,doggo,544.0,"Meet Wilson. He got caught humping the futon. He's like ""dude, help me out here"" 10/10 I'd help Wilson out https://t.co/m6XoclB0qv",1788.0,"[0, 130]",2015-12-21 02:30:45,https://pbs.twimg.com/media/CWt0ubZWcAAkFER.jpg,Irish terrier,0.696646
1758,678755239630127104,2015-12-21 01:53:54,https://twitter.com/dog_rates/status/678755239630127104/photo/1,10,10,Dash,doggo,3741.0,This is Dash. He didn't think the water would be that cold. Damn it Dash it's December. Think a little. 10/10 https://t.co/NqcOwG8pxW,7802.0,"[0, 133]",2015-12-21 01:53:54,https://pbs.twimg.com/media/CWtsSQAUkAAnWws.jpg,Malamute,0.606654
1763,678446151570427904,2015-12-20 05:25:42,https://twitter.com/dog_rates/status/678446151570427904/photo/1,10,10,None,doggo,1785.0,Touching scene here. Really stirs up the emotions. The bond between father &amp; son. So beautiful. 10/10 for both pups https://t.co/AJWJHov5gx,4358.0,"[0, 143]",2015-12-20 05:25:42,https://pbs.twimg.com/media/CWpTLOYWsAEDhcU.jpg,Staffordshire bullterrier,0.284492
1764,678424312106393600,2015-12-20 03:58:55,https://twitter.com/dog_rates/status/678424312106393600/photo/1,2,10,Crystal,doggo,2880.0,This is Crystal. She's a shitty fireman. No sense of urgency. People could be dying Crystal. 2/10 just irresponsible https://t.co/rtMtjSl9pz,5916.0,"[0, 140]",2015-12-20 03:58:55,https://pbs.twimg.com/media/CWo_T8gW4AAgJNo.jpg,Maltese dog,0.759945
1765,678410210315247616,2015-12-20 03:02:53,https://twitter.com/dog_rates/status/678410210315247616/photo/1,10,10,Jerome,doggo,2072.0,Say hello to Jerome. He can shoot french fries out of his mouth at insane speeds. Deadly af. 10/10 https://t.co/dIy88HwrX8,4640.0,"[0, 122]",2015-12-20 03:02:53,https://pbs.twimg.com/media/CWoyfMiWUAAmGdd.jpg,Schipperke,0.145877
1767,678396796259975168,2015-12-20 02:09:34,"https://twitter.com/dog_rates/status/678396796259975168/photo/1,https://twitter.com/dog_rates/status/678396796259975168/photo/1",12,10,None,doggo,478.0,These little fellas have opposite facial expressions. Both 12/10 https://t.co/LmThv0GWen,1731.0,"[0, 88]",2015-12-20 02:09:34,https://pbs.twimg.com/media/CWomSU_XIAAUYiK.jpg,Pembroke,0.95618
1768,678389028614488064,2015-12-20 01:38:42,https://twitter.com/dog_rates/status/678389028614488064/photo/1,11,10,Bella,doggo,473.0,"This is Bella. She just learned that her final grade in chem was a 92.49 
poor pupper 11/10 https://t.co/auOoKuoveM",2044.0,"[0, 115]",2015-12-20 01:38:42,https://pbs.twimg.com/media/CWofOHUWUAACGVa.jpg,Miniature pinscher,0.516284
1770,678341075375947776,2015-12-19 22:28:09,https://twitter.com/dog_rates/status/678341075375947776/photo/1,12,10,None,doggo,612.0,This pupper likes tape. 12/10 https://t.co/cSp6w5GWgm,1896.0,"[0, 53]",2015-12-19 22:28:09,https://pbs.twimg.com/media/CWnznDTU4AAa-6P.jpg,Golden retriever,0.853284
1771,678334497360859136,2015-12-19 22:02:01,https://twitter.com/dog_rates/status/678334497360859136/photo/1,10,10,Rosie,doggo,304.0,This is Rosie. She has a snazzy bow tie and a fin for a tail. Probably super fast underwater. Cool socks 10/10 https://t.co/GO76MdGBs0,1427.0,"[0, 134]",2015-12-19 22:02:01,https://pbs.twimg.com/media/CWntoDVWcAEl3NB.jpg,Norfolk terrier,0.378643
1772,678278586130948096,2015-12-19 18:19:51,https://twitter.com/dog_rates/status/678278586130948096/photo/1,10,10,None,doggo,6857.0,Another spooky pupper here. Most definitely floating. No legs. Probably knows some dark magic. 10/10 very spooked https://t.co/JK8MByRzgj,12531.0,"[0, 137]",2015-12-19 18:19:51,https://pbs.twimg.com/media/CWm6xySUEAAqfFU.jpg,Maltese dog,0.897841
1773,678255464182861824,2015-12-19 16:47:58,https://twitter.com/dog_rates/status/678255464182861824/photo/1,9,10,Jessifer,doggo,418.0,This is Jessifer. She is a Bismoth Teriyaki. Flowers being attacked by hurricanes on bandana (rad). 9/10 stellar pup https://t.co/nZhmRwZzWv,1726.0,"[0, 140]",2015-12-19 16:47:58,https://pbs.twimg.com/media/CWmlvxJU4AEAqaN.jpg,Chihuahua,0.613819
1775,678021115718029313,2015-12-19 01:16:45,https://twitter.com/dog_rates/status/678021115718029313/photo/1,12,10,Reese,doggo,7148.0,This is Reese. He likes holding hands. 12/10 https://t.co/cbLroGCbmh,15018.0,"[0, 68]",2015-12-19 01:16:45,https://pbs.twimg.com/media/CWjQm5gXAAA9GkD.jpg,Miniature pinscher,0.822048
1777,677918531514703872,2015-12-18 18:29:07,https://twitter.com/dog_rates/status/677918531514703872/photo/1,10,10,None,doggo,463.0,"""Everything looks pretty good in there. Make sure to brush your gums. Been flossing? How's school going?"" Both 10/10 https://t.co/lWL2IMJqLR",1476.0,"[0, 140]",2015-12-18 18:29:07,https://pbs.twimg.com/media/CWhzTbzWUAAEAUN.jpg,Eskimo dog,0.199347
1778,677895101218201600,2015-12-18 16:56:01,https://twitter.com/dog_rates/status/677895101218201600/photo/1,9,10,None,doggo,2384.0,Guys this was terrifying. Really spooked me up. We don't rate ghosts. We rate dogs. Please only send dogs... 9/10 https://t.co/EJImi1udYb,5275.0,"[0, 137]",2015-12-18 16:56:01,https://pbs.twimg.com/media/CWhd_7WWsAAaqWG.jpg,Dalmatian,0.550702
1781,677698403548192770,2015-12-18 03:54:25,https://twitter.com/dog_rates/status/677698403548192770/photo/1,9,10,Sadie,doggo,363.0,This is Sadie. She got her holidays confused. 9/10 damn it Sadie https://t.co/fm7HxOsuPK,1332.0,"[0, 88]",2015-12-18 03:54:25,https://pbs.twimg.com/media/CWerGmOXAAAm6NY.jpg,Shih-tzu,0.916645
1789,677547928504967168,2015-12-17 17:56:29,https://twitter.com/dog_rates/status/677547928504967168/photo/1,12,10,None,doggo,4076.0,Not much to say here. I just think everyone needs to see this. 12/10 https://t.co/AGag0hFHpe,7568.0,"[0, 92]",2015-12-17 17:56:29,https://pbs.twimg.com/media/CWciPonWEAUOqLD.jpg,American staffordshire terrier,0.914978
1790,677530072887205888,2015-12-17 16:45:31,https://twitter.com/dog_rates/status/677530072887205888/photo/1,9,10,Axel,doggo,250.0,Say hello to Axel. He's a Black Chevy Pinot on wheels. 0 to 60 in 5.7 seconds (if downhill). 9/10 I call shotgun https://t.co/DKe9DBnnHE,1161.0,"[0, 136]",2015-12-17 16:45:31,https://pbs.twimg.com/media/CWcSAI-WUAAOB9W.jpg,Staffordshire bullterrier,0.6892590000000001
1792,677334615166730240,2015-12-17 03:48:51,"https://twitter.com/dog_rates/status/677334615166730240/photo/1,https://twitter.com/dog_rates/status/677334615166730240/photo/1",9,10,None,doggo,328.0,This dog gave up mid jump. 9/10 https://t.co/KmMv3Y2zI8,1477.0,"[0, 55]",2015-12-17 03:48:51,https://pbs.twimg.com/media/CWZgPPUWUAAUOvu.jpg,Lakeland terrier,0.859392
1793,677331501395156992,2015-12-17 03:36:28,https://twitter.com/dog_rates/status/677331501395156992/photo/1,9,10,Humphrey,doggo,265.0,Meet Humphrey. He's a Northern Polyp Viagra. One ear works. Face stuck like that. Always surprised. 9/10 petable af https://t.co/FS7eJQM2F4,1189.0,"[0, 139]",2015-12-17 03:36:28,https://pbs.twimg.com/media/CWZdaGxXAAAjGjb.jpg,Beagle,0.313464
1795,677314812125323265,2015-12-17 02:30:09,"https://twitter.com/dog_rates/status/677314812125323265/photo/1,https://twitter.com/dog_rates/status/677314812125323265/photo/1",10,10,Tassy,doggo,611.0,"Meet Tassy &amp; Bee. Tassy is pretty chill, but Bee is convinced the Ruffles are haunted. 10/10 &amp; 11/10 respectively https://t.co/fgORpmTN9C",1799.0,"[0, 145]",2015-12-17 02:30:09,https://pbs.twimg.com/media/CWZOOIUW4AAQrX_.jpg,Blenheim spaniel,0.924127
1796,677301033169788928,2015-12-17 01:35:24,https://twitter.com/dog_rates/status/677301033169788928/photo/1,5,10,Juckson,doggo,471.0,This is Juckson. He's totally on his way to a nascar race. 5/10 for Juckson https://t.co/IoLRvF0Kak,1362.0,"[0, 99]",2015-12-17 01:35:24,https://pbs.twimg.com/media/CWZBsjPWsAAZFFl.jpg,Japanese spaniel,0.6611779999999999
1797,677269281705472000,2015-12-16 23:29:14,https://twitter.com/dog_rates/status/677269281705472000/photo/1,10,10,the,doggo,790.0,This is the happiest pupper I've ever seen. 10/10 would trade lives with https://t.co/ep8ATEJwRb,2164.0,"[0, 96]",2015-12-16 23:29:14,https://pbs.twimg.com/media/CWYk0WxWoAAEwRt.jpg,Shetland sheepdog,0.656616
1799,677187300187611136,2015-12-16 18:03:28,https://twitter.com/dog_rates/status/677187300187611136/photo/1,9,10,None,doggo,1033.0,Here we see a Byzantine Rigatoni. Very aerodynamic. No eyes. Actually not windy here they just look like that. 9/10 https://t.co/gzI0m6wXRo,2981.0,"[0, 139]",2015-12-16 18:03:28,https://pbs.twimg.com/media/CWXaQMBWcAAATDi.jpg,English setter,0.282396
1800,676975532580409345,2015-12-16 04:01:59,https://twitter.com/dog_rates/status/676975532580409345/photo/1,11,10,Cooper,doggo,1203.0,This is Cooper. He doesn't know how cheese works. Likes the way it feels on his face. Cheeky tongue slip. 11/10 https://t.co/j1zczS0lI5,3015.0,"[0, 135]",2015-12-16 04:01:59,https://pbs.twimg.com/media/CWUZpydWcAAeipD.jpg,Malamute,0.363257
1801,676957860086095872,2015-12-16 02:51:45,https://twitter.com/dog_rates/status/676957860086095872/video/1,10,10,None,doggo,907.0,10/10 I'd follow this dog into battle no questions asked https://t.co/ngTNXYQF0L,2395.0,"[0, 80]",2015-12-16 02:51:45,https://pbs.twimg.com/ext_tw_video_thumb/676957802976419840/pu/img/dCj-qlXo73A5hf6Q.jpg,Labrador retriever,0.772423
1802,676949632774234114,2015-12-16 02:19:04,https://twitter.com/dog_rates/status/676949632774234114/photo/1,8,10,Tyrus,doggo,448.0,This is Tyrus. He's a Speckled Centennial Ticonderoga. Terrified of floating red ball. Nifty bandana. 8/10 v petable https://t.co/HqM3YhCaaa,1413.0,"[0, 140]",2015-12-16 02:19:04,https://pbs.twimg.com/media/CWUCGMtWEAAjXnS.jpg,Welsh springer spaniel,0.206479
1804,676946864479084545,2015-12-16 02:08:04,https://twitter.com/dog_rates/status/676946864479084545/photo/1,12,10,None,doggo,426.0,This pups goal was to get all four feet as close to each other as possible. Valiant effort 12/10 https://t.co/2mXALbgBTV,1844.0,"[0, 120]",2015-12-16 02:08:04,https://pbs.twimg.com/media/CWT_lOQWUAAXPaY.jpg,Pekinese,0.752707
1810,676821958043033607,2015-12-15 17:51:44,"https://twitter.com/dog_rates/status/676821958043033607/photo/1,https://twitter.com/dog_rates/status/676821958043033607/photo/1",11,10,None,doggo,17605.0,Finally some constructive political change in this country. 11/10 https://t.co/mvQaETHVSb,25124.0,"[0, 89]",2015-12-15 17:51:44,https://pbs.twimg.com/media/CWSN-vaXAAA8Ehr.jpg,Great pyrenees,0.8698040000000001
1812,676811746707918848,2015-12-15 17:11:09,https://twitter.com/dog_rates/status/676811746707918848/photo/1,9,10,Penny,doggo,469.0,Say hello to Penny &amp; Gizmo. They are practicing their caroling. The ambition in the room is tangible. 9/10 for both https://t.co/aqBHjjh5VD,1536.0,"[0, 143]",2015-12-15 17:11:09,https://pbs.twimg.com/media/CWSEsO9WwAAX-fZ.jpg,Chihuahua,0.440916
1814,676617503762681856,2015-12-15 04:19:18,https://twitter.com/dog_rates/status/676617503762681856/photo/1,13,10,None,doggo,1108.0,I promise this wasn't meant to be a cuteness overload account but ermergerd look at this cozy pupper. 13/10 https://t.co/mpQl2rJjDh,3149.0,"[0, 131]",2015-12-15 04:19:18,https://pbs.twimg.com/media/CWPUB9TWwAALPPx.jpg,Chihuahua,0.841084
1817,676603393314578432,2015-12-15 03:23:14,https://twitter.com/dog_rates/status/676603393314578432/photo/1,9,10,Godzilla,doggo,440.0,This is Godzilla pupper. He had a ruff childhood &amp; now deflects that pain outward by terrorizing cities. Tragic 9/10 https://t.co/g1tLGkyaxr,1280.0,"[0, 144]",2015-12-15 03:23:14,https://pbs.twimg.com/media/CWPHMqKVAAAE78E.jpg,Whippet,0.8770209999999999
1820,676588346097852417,2015-12-15 02:23:26,https://twitter.com/dog_rates/status/676588346097852417/photo/1,5,10,Bubbles,doggo,896.0,This is Bubbles. He kinda resembles a fish. Always makes eye contact with u no matter what. Sneaky tongue slip. 5/10 https://t.co/Nrhvc5tLFT,2533.0,"[0, 140]",2015-12-15 02:23:26,https://pbs.twimg.com/media/CWO5gmCUYAAX4WA.jpg,Boston bull,0.976577
1824,676496375194980353,2015-12-14 20:17:59,https://twitter.com/dog_rates/status/676496375194980353/photo/1,9,10,Griffin,doggo,602.0,Say hello to Griffin. He's upset because his costume for Halloween didn't arrive until today. 9/10 cheer up pup https://t.co/eoBCjSFajX,1641.0,"[0, 135]",2015-12-14 20:17:59,https://pbs.twimg.com/media/CWNl3S9WcAARN34.jpg,Pug,0.985387
1826,676440007570247681,2015-12-14 16:34:00,"https://twitter.com/dog_rates/status/676440007570247681/photo/1,https://twitter.com/dog_rates/status/676440007570247681/photo/1",11,10,None,doggo,748.0,Hope your Monday isn't too awful. Here's two baseball puppers. 11/10 for each https://t.co/dB0H9hdZai,1863.0,"[0, 101]",2015-12-14 16:34:00,https://pbs.twimg.com/media/CWMyl9EWUAAnZJ0.jpg,Maltese dog,0.579472
